Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Skill_React,Skill_NodeJS,Skill_Python,Skill_MongoDB
11,99,0,2,1,7,52,2,1,0,0,0,0,1,5,0,0,2,0,69,5,4,3,5
22,64,2,2,1,7,62,2,1,3,1,2,0,1,4,0,2,1,0,65,2,1,4,5
31,77,0,1,1,5,53,0,1,1,2,2,1,1,2,0,1,2,0,68,5,3,2,1
20,72,0,1,1,8,93,2,1,4,1,0,1,2,2,0,1,2,1,68,2,3,2,3
21,96,0,2,1,6,71,0,0,3,2,2,1,0,3,0,1,2,0,71,5,4,2,1
24,95,2,1,1,9,90,2,1,3,1,1,1,2,4,0,1,1,1,71,5,3,1,3
12,70,0,2,0,5,85,0,1,1,0,2,1,2,3,0,2,2,0,66,2,1,2,1
30,63,2,0,1,8,96,2,1,4,1,2,0,2,3,0,2,2,0,71,4,1,5,5
21,85,2,2,0,4,51,1,1,2,1,2,1,1,3,0,0,2,0,66,5,3,1,5
30,73,0,1,0,4,60,2,1,0,1,1,0,2,4,0,1,1,0,66,3,3,1,1
16,87,0,0,1,6,85,2,1,2,2,0,1,1,1,0,1,2,0,69,4,5,1,3
31,61,2,2,0,4,79,2,1,0,1,1,1,2,3,0,1,1,0,65,2,2,1,4
25,65,0,1,1,8,85,2,1,2,1,2,1,0,3,0,2,2,0,66,4,4,3,3
23,87,2,1,0,7,79,2,1,2,2,2,1,1,2,0,1,0,1,67,1,1,5,1
21,68,2,2,0,9,79,1,1,1,0,0,0,0,4,0,2,1,0,66,1,4,4,3
19,94,2,2,0,7,97,2,1,0,2,2,1,1,3,0,1,2,0,69,5,5,2,2
27,62,0,1,0,7,96,2,1,2,1,2,1,1,4,0,1,2,1,66,5,1,1,3
21,69,0,2,1,7,52,1,1,0,1,2,1,0,3,0,2,2,1,64,3,5,4,5
8,100,0,0,1,6,71,2,1,0,1,0,1,2,2,0,2,2,0,70,4,5,3,5
13,77,1,2,1,6,76,1,0,1,2,1,0,1,4,0,0,1,1,62,1,3,4,2
19,88,1,2,1,5,68,0,1,1,1,1,1,2,5,0,1,1,1,67,5,4,1,3
22,67,1,2,0,8,52,2,1,1,2,1,1,0,2,1,0,1,0,60,4,4,5,4
20,84,1,1,0,7,74,1,1,1,0,2,1,1,3,0,2,2,0,66,5,3,4,3
27,89,2,2,1,7,99,2,1,0,2,0,1,2,2,0,1,2,0,72,5,4,1,5
8,73,2,0,1,10,54,2,1,2,2,2,1,2,3,0,1,2,1,63,1,3,1,5
21,93,1,1,1,6,91,1,1,1,0,2,1,0,3,0,2,2,1,69,1,1,2,1
9,84,0,0,1,7,60,0,1,1,1,2,0,2,3,0,0,1,1,66,5,5,2,5
25,76,2,2,1,7,79,2,1,2,2,2,1,2,2,0,0,2,1,69,2,5,5,1
19,82,0,2,0,9,69,1,1,2,2,2,0,1,3,0,0,1,1,68,5,4,2,5
23,83,2,1,0,7,67,2,1,3,1,1,1,0,4,0,1,1,0,66,5,2,5,5
15,67,2,2,1,7,94,1,1,0,0,1,0,2,2,0,2,1,1,63,3,5,3,4
28,76,2,2,1,10,99,0,1,1,2,2,1,1,3,0,1,2,1,70,3,3,3,1
26,74,2,2,0,6,69,2,1,2,1,0,1,2,4,0,2,1,1,68,3,2,2,1
24,76,2,2,1,7,82,2,1,2,2,2,1,2,4,0,0,0,1,68,2,2,3,5
19,90,2,2,0,8,78,2,1,1,1,2,0,1,3,0,1,1,1,67,2,5,4,1
23,79,0,0,1,6,54,1,1,1,1,2,1,1,1,0,1,1,1,67,5,5,4,5
16,98,0,1,1,8,52,2,1,3,1,0,1,1,3,0,0,1,0,69,3,5,4,5
25,72,2,2,0,6,89,1,1,3,1,0,1,1,5,0,1,2,1,68,2,3,3,3
30,77,2,1,1,9,70,2,1,0,2,0,1,1,1,0,1,1,1,67,1,2,4,1
26,91,0,2,1,8,65,1,1,0,2,0,1,1,2,0,1,1,1,70,5,4,5,2
16,82,0,0,0,7,99,1,1,3,2,2,1,2,3,0,2,1,1,70,4,3,1,1
22,82,2,1,0,5,54,2,1,2,2,2,1,1,2,0,0,1,1,66,5,1,2,1
12,62,0,0,1,6,63,0,1,0,1,2,0,0,2,0,1,2,1,61,4,5,5,4
23,76,1,0,1,7,93,2,1,2,1,2,1,0,2,0,0,2,1,68,3,2,4,2
23,71,1,2,1,8,71,1,1,1,1,1,1,1,2,0,2,2,0,64,4,3,1,2
9,100,1,1,0,7,79,2,1,1,1,2,1,2,2,0,2,2,1,66,3,1,2,4
13,72,1,0,1,8,52,2,1,3,0,0,0,2,4,0,1,2,1,65,1,3,5,4
18,95,2,0,0,8,96,2,1,3,2,1,1,0,6,0,2,2,1,73,4,3,2,1
18,87,1,1,0,8,57,2,0,3,0,0,1,2,4,0,1,2,1,66,5,4,3,3
13,74,0,0,1,7,61,2,1,2,1,2,1,2,3,0,1,1,1,65,3,4,4,4
22,82,2,0,1,7,58,2,1,0,2,2,1,0,4,0,0,2,1,68,5,3,5,2
22,94,2,2,1,7,75,1,1,0,1,0,1,1,3,0,1,2,1,69,2,1,5,2
19,95,1,0,1,6,91,0,1,1,2,0,1,1,4,0,0,2,1,72,3,2,1,1
15,66,2,2,0,9,63,2,1,3,2,2,0,1,3,0,1,2,1,63,4,2,1,3
26,74,1,2,0,8,57,2,1,0,2,2,0,2,1,0,1,2,1,65,3,5,1,5
30,73,0,2,1,9,70,1,1,0,2,2,1,0,4,0,0,2,1,69,5,5,2,4
17,62,0,1,0,6,99,2,1,2,2,2,0,0,3,0,1,0,0,62,1,2,4,4
16,84,2,0,1,8,51,1,1,0,2,2,1,0,3,0,2,2,0,66,3,3,2,1
23,94,1,1,1,9,75,2,1,3,1,2,0,1,2,0,2,1,0,69,4,3,4,3
18,75,0,2,1,9,83,2,1,2,1,2,1,2,4,1,2,1,0,67,2,4,5,2
19,90,2,0,1,5,90,1,1,0,1,2,1,1,2,0,0,0,0,94,1,4,2,2
24,85,2,2,1,7,87,0,1,2,2,2,0,1,2,0,1,2,0,71,2,5,2,5
9,75,2,2,0,7,54,1,1,2,1,2,1,2,4,0,1,2,0,61,3,2,2,2
28,66,0,2,1,9,73,2,1,2,1,2,1,2,2,0,0,2,1,68,5,3,3,4
20,88,2,2,0,4,54,1,1,0,0,1,1,0,4,0,1,2,1,66,5,2,4,5
18,94,0,0,1,5,81,2,1,0,0,1,1,0,5,0,1,2,0,71,4,1,4,3
19,87,1,2,0,9,54,1,1,3,1,0,1,2,4,0,1,1,0,66,5,2,2,5
20,61,1,2,0,6,52,2,1,2,1,1,0,0,2,0,2,2,1,60,1,1,3,3
10,69,2,2,1,5,65,1,1,0,2,2,0,2,3,0,1,2,0,60,5,4,2,2
29,63,1,1,1,9,97,0,0,3,2,0,1,0,3,0,1,2,1,66,4,4,4,1
20,83,2,1,1,5,85,2,1,1,0,0,1,1,2,0,0,0,1,67,3,5,5,5
23,90,1,1,0,9,50,1,1,4,2,2,0,1,3,0,1,1,1,67,3,2,3,5
26,64,2,2,0,5,64,2,1,2,0,2,1,0,1,0,1,2,1,64,5,2,3,4
14,94,2,2,0,5,51,2,1,0,2,0,1,1,3,0,0,2,1,66,2,1,2,4
23,82,0,1,0,7,65,0,1,1,2,0,1,0,3,0,1,2,0,68,3,4,5,3
18,88,0,1,1,6,84,2,1,1,2,0,1,2,3,0,2,1,0,70,5,1,4,1
25,99,0,2,1,7,88,2,1,3,1,2,0,2,4,0,0,1,0,75,4,4,1,4
7,63,0,0,1,10,90,2,1,0,1,2,0,2,2,1,1,1,1,86,5,1,4,4
19,96,2,2,1,7,95,0,1,3,2,0,0,0,3,0,0,2,0,73,3,4,4,2
16,65,2,1,0,9,68,2,1,1,0,2,1,1,3,0,1,1,1,61,4,1,5,2
23,76,0,0,0,7,93,2,1,0,2,2,0,0,6,0,1,1,1,68,5,4,3,4
23,94,2,0,0,8,86,2,1,1,1,0,1,1,0,0,0,0,0,70,1,1,4,3
16,96,2,2,1,4,77,0,1,1,0,0,1,2,2,0,1,2,1,71,4,2,3,1
16,80,0,2,1,8,98,0,1,2,2,0,0,2,4,0,2,2,1,71,1,5,5,4
19,84,2,2,0,8,97,0,1,2,2,2,1,1,1,1,0,2,1,68,2,1,5,3
15,88,0,0,1,6,95,2,1,2,1,2,1,0,4,0,1,2,0,70,4,5,2,3
25,93,2,2,1,10,60,1,1,1,2,2,1,2,3,0,0,1,1,70,1,2,1,4
18,65,2,0,1,6,60,1,1,0,2,0,0,1,3,0,1,1,0,62,3,2,5,3
3,92,0,1,1,5,95,0,1,3,2,2,1,1,1,0,2,2,0,67,3,4,5,5
18,79,2,2,0,8,70,0,1,3,2,2,1,2,3,0,0,2,0,68,2,5,3,3
14,78,0,0,1,5,90,2,1,1,2,2,1,1,3,0,2,2,0,68,4,3,5,4
10,77,0,0,0,7,84,1,1,2,1,0,0,1,1,0,1,0,1,64,4,4,4,3
13,80,2,0,0,9,88,2,1,1,0,0,1,2,3,0,2,2,1,68,4,5,2,4
21,98,1,0,1,8,51,2,1,0,2,2,1,1,3,0,1,2,1,69,2,1,2,2
28,82,2,0,0,7,71,1,1,1,2,0,1,1,3,0,1,2,1,70,4,1,4,4
22,98,2,2,1,6,93,2,1,4,1,2,1,1,4,0,1,2,0,73,3,2,5,3
16,67,0,2,1,9,74,2,1,1,0,0,1,2,3,0,2,1,1,66,1,3,1,4
23,89,1,2,0,5,85,1,1,0,1,2,1,2,3,0,2,1,1,68,3,1,5,1
17,92,1,2,1,8,88,0,0,1,0,2,1,1,3,0,1,2,0,68,3,5,2,4
16,87,1,2,1,10,56,1,1,2,2,0,0,1,0,0,2,1,0,65,1,5,1,4
13,84,2,2,1,8,58,0,1,2,1,1,1,1,3,0,2,2,0,66,3,1,3,1
9,83,0,1,1,7,86,2,1,0,1,2,1,0,1,0,0,0,0,62,2,5,3,1
18,94,1,1,1,7,53,1,1,3,2,0,0,1,2,0,1,2,0,67,1,5,5,1
21,93,2,0,1,6,67,0,1,1,2,0,1,2,3,0,2,2,0,73,3,2,5,5
19,65,2,1,1,6,96,2,1,2,2,0,0,1,2,0,2,2,1,65,5,3,1,4
18,94,0,1,0,7,79,0,1,2,0,2,0,1,4,0,1,2,0,70,3,2,1,1
14,77,0,2,1,8,96,2,1,3,2,2,1,1,2,0,2,2,1,68,2,3,5,1
24,70,0,2,1,9,65,2,1,3,2,1,0,2,3,0,1,1,1,67,4,5,2,2
12,95,1,2,1,4,82,0,1,2,1,2,1,0,3,0,1,1,1,66,3,3,3,5
25,77,2,1,0,4,64,1,1,3,1,2,1,1,4,1,0,2,0,65,4,5,1,4
14,92,0,1,1,9,56,1,1,1,2,2,1,1,4,0,1,1,0,66,5,5,2,3
15,71,0,0,0,7,100,1,1,2,1,1,1,1,4,0,1,2,1,66,3,2,5,5
11,60,2,0,0,7,59,0,1,2,1,2,1,2,1,0,0,1,1,60,1,2,4,5
17,80,0,1,1,8,59,2,1,0,0,0,1,0,4,0,0,2,0,66,4,4,1,2
26,64,0,2,1,7,92,1,1,2,1,0,0,2,4,0,0,1,0,68,5,1,4,4
23,90,2,2,1,10,90,1,1,3,1,2,1,2,5,0,1,2,1,72,1,4,2,4
26,71,1,0,0,8,99,2,0,1,2,2,1,2,3,0,0,2,1,68,1,4,3,1
23,78,2,2,1,6,54,0,1,0,1,2,1,1,3,0,2,2,0,67,1,3,2,1
13,63,0,2,0,6,55,0,1,0,2,1,1,2,4,0,2,2,1,62,1,5,3,5
18,71,2,2,0,7,72,0,1,0,0,0,1,2,5,0,0,1,0,66,3,5,2,2
15,91,0,2,0,6,80,2,1,0,1,2,0,2,3,0,2,2,1,69,3,5,1,4
28,66,2,2,0,10,52,1,1,0,1,0,1,2,3,0,1,2,1,64,3,1,1,2
13,86,1,2,0,7,58,2,0,0,2,2,0,2,3,0,1,2,1,63,5,3,4,3
25,97,1,0,1,5,85,2,1,2,0,2,1,2,2,0,1,2,1,74,5,3,2,4
25,87,0,2,1,8,83,2,1,0,2,0,0,2,4,0,0,1,1,72,5,5,2,1
31,92,2,2,1,9,54,2,0,1,1,2,0,2,3,0,0,2,1,71,2,4,4,5
18,64,1,0,1,9,97,2,1,2,2,2,1,0,3,0,1,1,0,64,5,1,5,2
24,70,0,0,0,6,63,1,0,0,1,2,1,1,3,0,1,2,1,65,3,4,2,1
34,96,2,2,1,5,94,0,1,1,2,0,1,0,5,1,1,1,0,75,3,2,2,5
16,89,0,2,0,9,96,2,1,2,2,1,1,2,3,0,0,0,1,69,2,3,2,1
11,86,2,2,0,5,75,2,1,1,2,1,1,1,4,0,2,1,0,65,2,3,5,4
9,87,1,1,0,8,71,1,0,0,1,0,1,1,1,0,0,1,1,60,5,4,1,2
24,77,2,2,1,6,64,2,1,2,0,2,1,2,4,0,1,2,1,69,4,1,4,3
9,62,0,0,1,9,90,0,1,4,0,2,1,1,4,0,0,0,1,65,2,3,5,1
18,91,1,2,1,5,60,1,1,0,0,0,0,2,4,0,1,1,1,67,1,4,3,2
23,87,0,1,0,6,81,1,1,5,2,0,0,1,2,0,1,0,0,70,3,1,3,4
21,79,2,1,1,8,78,1,1,1,1,0,1,2,4,0,0,1,0,66,1,4,5,1
23,96,2,2,1,8,62,2,1,0,1,0,1,1,4,0,1,1,0,69,3,1,5,4
21,73,2,2,1,9,99,2,1,2,2,0,1,1,3,0,2,2,1,69,3,5,1,3
28,72,0,2,1,8,92,1,1,1,2,2,1,0,2,0,1,2,0,68,2,1,3,3
14,95,2,2,1,8,51,2,1,5,2,2,0,2,4,0,0,2,0,70,2,2,4,5
16,92,2,1,0,9,71,0,1,2,1,2,0,1,2,0,1,1,0,66,1,5,2,5
15,81,0,2,0,5,68,1,0,0,2,0,1,2,3,0,1,2,0,65,3,4,2,5
25,65,1,2,0,6,94,2,1,1,1,0,1,0,4,0,0,2,1,65,1,5,1,4
25,69,1,2,1,5,63,2,1,1,0,2,0,1,2,0,1,2,1,65,4,5,1,5
23,86,1,2,1,4,100,2,1,0,1,0,1,0,3,0,2,2,1,69,1,4,3,2
27,75,2,2,0,8,60,2,1,4,2,2,1,2,2,0,2,1,0,69,5,4,4,4
13,93,2,0,0,9,62,1,1,0,1,2,0,1,3,0,1,1,1,65,1,2,4,4
30,98,0,0,1,8,83,0,0,1,1,0,1,1,3,0,1,2,0,76,5,4,5,5
29,92,2,0,0,8,58,1,1,2,2,1,0,1,3,0,0,2,1,72,5,3,1,5
24,75,2,1,0,7,94,2,1,2,2,0,1,0,4,0,1,2,1,67,5,3,2,4
31,92,0,2,1,7,55,2,1,3,1,0,1,2,3,0,1,2,1,74,4,2,2,3
10,74,2,2,1,10,99,0,1,2,2,0,1,1,3,0,0,2,1,66,1,1,3,3
17,67,0,0,1,9,94,2,1,2,1,1,0,2,3,0,1,2,0,66,1,1,2,5
16,61,2,0,0,6,92,0,1,4,0,0,1,1,3,0,1,2,1,66,4,3,4,3
24,75,1,0,1,9,70,0,1,5,0,0,1,0,5,0,0,2,0,71,3,4,4,2
14,96,2,1,0,9,76,2,1,0,1,0,1,1,3,0,1,1,1,66,2,2,1,2
25,70,1,0,0,8,73,0,1,1,1,1,1,0,2,0,2,2,1,65,1,1,3,2
28,68,1,0,1,8,99,2,1,1,0,2,1,1,3,0,1,2,0,69,2,1,2,4
24,99,2,1,1,8,52,1,1,1,1,0,1,0,2,0,1,2,1,69,4,5,1,4
22,61,2,2,1,5,69,1,1,2,1,0,1,1,2,0,1,0,0,63,3,3,5,4
14,91,1,2,0,5,98,0,1,0,0,0,1,1,3,0,1,2,0,68,3,4,5,4
15,73,2,2,0,8,68,2,1,1,0,2,1,1,3,0,1,2,0,64,3,2,2,4
27,61,2,2,0,5,70,2,1,2,1,1,1,1,2,0,0,2,1,64,4,1,2,5
25,97,2,0,1,5,82,0,1,1,1,0,1,0,5,0,0,1,1,73,5,5,2,3
20,66,1,0,1,4,95,0,1,2,0,2,1,1,2,0,1,1,0,66,5,3,4,5
17,82,2,0,0,6,65,1,1,4,1,2,0,2,3,0,1,1,0,67,2,3,2,3
8,71,0,2,1,8,97,2,1,3,2,2,0,1,1,1,1,2,0,63,5,2,5,5
14,63,2,2,1,8,64,0,1,1,1,2,1,1,3,0,1,1,1,61,5,1,2,2
31,62,2,2,1,8,91,0,1,4,0,0,1,2,4,0,1,1,1,71,3,2,3,1
12,65,1,2,1,6,64,2,1,1,2,2,1,2,3,0,0,2,0,61,3,2,5,4
21,63,2,1,1,7,54,1,1,1,2,2,0,2,3,0,0,1,0,62,2,5,3,1
26,90,0,0,1,8,91,2,1,1,0,0,0,1,4,1,1,2,1,74,1,3,5,1
12,79,2,2,0,8,73,2,1,2,2,2,0,1,4,0,1,2,1,65,2,4,1,2
21,74,1,1,1,6,70,1,1,2,1,0,1,2,3,0,1,1,0,64,2,3,5,1
26,77,1,1,0,7,71,2,1,1,2,0,1,1,4,0,2,1,1,66,4,3,5,1
20,97,0,0,1,4,81,2,1,1,2,2,1,2,2,1,1,2,1,72,4,5,3,2
37,96,0,2,1,7,63,2,1,0,2,0,0,2,4,0,1,2,1,76,2,4,3,3
10,89,2,2,1,6,62,2,1,4,1,2,1,2,3,0,2,1,1,67,2,1,5,5
26,95,2,0,0,9,74,1,1,3,1,2,0,1,3,1,1,2,0,71,2,4,5,1
19,73,0,2,0,6,52,2,1,1,2,2,1,2,3,0,1,2,1,65,5,1,4,4
25,75,1,1,1,7,82,2,1,3,2,0,0,0,4,0,2,2,1,68,4,4,1,2
23,85,2,2,1,6,91,1,1,1,1,0,1,1,3,0,1,0,1,68,2,2,1,1
16,85,0,1,1,6,86,1,1,3,0,0,0,1,2,0,1,0,1,67,3,4,2,3
21,79,2,1,0,8,73,2,1,1,1,1,1,1,2,0,1,2,0,64,3,5,5,3
9,76,1,0,0,6,78,1,0,0,2,2,1,0,4,1,2,2,1,60,5,1,5,4
24,99,2,2,0,10,51,1,1,1,1,2,1,1,3,0,1,2,1,70,5,3,5,1
22,93,0,2,1,4,96,0,1,1,0,1,0,2,2,0,0,2,1,73,1,5,5,4
24,77,2,2,1,8,78,1,1,2,0,0,0,2,3,0,1,1,1,69,1,1,1,3
26,89,0,2,0,7,66,2,1,0,1,2,1,1,5,1,0,2,1,70,1,1,3,3
22,71,2,2,0,7,65,1,1,1,1,2,1,1,3,0,0,2,1,64,5,3,4,5
21,64,0,1,1,7,83,0,1,2,1,1,1,1,3,0,1,1,0,64,5,2,3,3
15,74,0,2,1,8,79,2,1,0,0,2,1,0,3,0,0,2,1,65,5,5,3,2
16,76,2,2,0,7,59,1,1,0,1,2,1,1,2,0,0,2,0,62,3,3,1,5
27,61,2,2,1,9,70,2,1,0,2,2,1,1,2,0,1,2,1,64,5,3,4,4
29,93,2,2,1,7,84,2,1,0,0,2,1,1,3,0,0,1,1,72,3,2,5,3
19,74,2,1,1,5,65,0,0,1,1,0,1,2,3,0,1,2,1,64,1,5,1,2
20,83,2,2,1,7,75,2,1,0,2,2,1,1,4,0,1,2,0,67,1,3,1,5
15,63,0,0,1,9,63,1,0,4,0,0,0,0,3,0,0,2,1,64,1,2,4,2
27,67,1,2,0,6,54,2,1,0,2,1,0,0,2,0,1,0,1,61,2,5,2,5
24,96,2,0,1,5,69,2,1,1,1,2,1,2,4,0,1,2,1,72,2,4,1,5
32,84,2,2,1,8,87,2,0,2,2,2,1,2,1,0,1,0,1,70,4,1,3,5
15,98,2,0,0,8,61,2,1,4,1,2,1,2,2,0,1,1,0,70,4,2,3,4
18,100,2,2,0,6,88,2,1,2,2,2,1,1,2,0,0,1,1,71,4,1,5,5
21,75,0,0,0,7,83,1,1,1,2,2,1,2,2,0,0,2,0,68,2,4,1,5
24,72,2,2,0,7,75,2,1,3,0,2,0,1,2,0,0,2,0,68,2,3,5,2
19,94,0,0,0,7,99,2,1,0,1,2,1,1,1,1,1,2,1,70,4,3,1,5
15,100,0,0,0,8,94,0,1,2,2,0,1,0,3,0,0,2,1,73,4,5,4,4
25,85,0,2,0,6,78,1,1,2,2,0,1,1,1,0,1,0,0,69,5,2,1,2
24,92,2,0,0,8,78,0,1,0,2,2,1,1,3,0,1,2,1,71,4,2,2,5
15,91,1,2,0,6,64,1,1,1,1,0,1,2,3,1,1,2,1,64,5,5,3,2
28,74,2,2,0,9,96,1,1,0,2,2,0,1,3,0,1,2,0,68,3,1,4,4
27,83,2,2,0,10,95,2,1,0,0,1,0,1,4,0,1,1,0,69,2,3,3,2
21,93,0,1,0,6,87,2,1,1,1,0,1,2,2,0,1,2,0,70,4,3,5,4
20,88,2,2,0,5,56,2,1,1,1,2,1,1,4,0,1,2,0,67,2,2,4,3
23,61,2,0,1,8,85,2,1,1,2,0,0,2,0,0,1,2,1,66,2,2,2,5
15,73,2,0,0,7,63,2,1,2,2,2,1,1,5,0,2,1,1,65,2,5,3,4
20,66,2,0,1,8,59,1,1,4,2,2,1,2,3,0,0,2,1,66,3,4,1,5
7,69,1,2,1,6,88,2,1,0,1,0,0,0,4,0,2,2,0,61,1,1,1,4
25,96,1,2,0,7,98,2,1,0,1,2,1,2,2,0,1,2,0,71,4,4,1,1
11,61,0,1,1,6,55,2,1,5,0,1,1,1,3,0,1,0,1,60,1,4,4,1
29,69,2,2,1,7,58,2,1,1,1,1,1,2,2,0,0,2,1,66,1,2,2,1
18,72,1,1,1,5,61,1,1,1,2,2,0,0,4,0,0,1,1,61,1,2,2,4
19,85,2,2,1,7,98,0,1,2,2,2,1,0,3,1,1,1,0,68,2,2,2,5
16,81,2,0,1,5,85,0,0,2,1,2,1,2,3,0,0,2,1,68,5,4,3,1
18,69,2,2,1,6,84,2,1,2,1,2,1,2,4,0,1,2,1,65,2,1,4,5
29,67,0,1,0,7,75,2,0,3,1,2,1,1,1,0,1,2,0,65,2,2,1,4
5,69,2,2,1,8,77,2,0,2,1,0,1,0,2,0,0,2,0,60,1,3,3,5
28,80,1,2,0,8,65,1,1,2,1,2,0,1,2,0,0,2,1,67,2,1,2,5
22,71,0,2,0,8,58,2,0,2,1,2,1,0,4,0,0,2,0,65,1,3,1,1
13,98,0,2,1,5,89,0,1,1,0,2,1,0,3,0,1,2,1,70,5,1,4,2
14,79,2,2,0,9,74,2,1,1,2,2,1,1,4,0,1,2,1,64,4,2,5,3
30,62,2,0,1,6,63,2,1,2,1,0,1,2,4,0,1,1,1,68,1,5,2,4
14,89,0,2,0,6,82,0,1,2,2,2,1,0,4,0,0,1,0,69,5,2,2,4
13,73,2,0,1,7,60,0,1,0,0,0,1,1,3,0,0,2,0,65,4,4,2,4
27,86,2,2,0,6,74,2,1,2,0,0,0,1,3,0,1,2,1,71,3,4,2,3
22,71,2,2,1,8,60,1,1,1,2,0,1,1,4,0,1,1,0,65,1,1,1,2
14,83,2,0,1,8,88,1,1,0,0,2,1,0,2,1,1,1,1,65,1,4,4,5
21,91,2,2,1,6,66,0,1,0,2,2,1,2,2,1,0,0,0,68,3,2,3,4
14,97,2,1,0,7,72,0,1,1,1,1,1,1,3,0,1,2,0,66,3,3,1,5
27,70,1,1,1,7,88,2,0,1,0,2,1,1,3,0,1,2,1,65,1,2,4,1
26,73,0,0,1,8,83,1,1,2,2,2,1,2,4,0,0,2,1,71,3,1,3,1
23,79,1,2,1,6,70,2,1,3,2,0,1,0,4,0,2,1,0,68,2,4,2,1
22,97,2,2,1,6,54,2,0,2,0,2,1,1,2,0,0,2,1,70,4,3,4,4
31,96,2,1,0,5,96,1,1,3,1,0,0,1,2,0,0,2,0,74,4,5,2,3
20,64,0,1,1,6,50,0,1,0,1,2,0,1,2,0,1,2,1,62,4,3,4,4
13,65,2,0,0,5,87,1,1,1,2,2,1,2,2,1,1,1,0,61,2,3,5,1
23,80,0,0,1,6,97,2,1,0,2,2,0,1,3,0,1,2,1,70,3,2,2,1
33,64,1,2,1,9,65,2,1,0,2,2,1,0,2,0,0,1,1,65,5,5,2,4
14,74,2,2,1,8,54,0,1,2,1,1,1,1,2,0,1,1,1,62,3,1,2,3
18,66,0,0,0,9,62,2,1,2,0,2,1,1,4,0,1,1,0,65,1,1,1,3
22,85,0,2,0,6,66,1,1,0,1,2,0,2,4,0,0,2,1,68,4,3,3,5
20,98,2,0,1,4,73,2,1,2,2,1,0,2,1,0,1,0,1,70,3,3,2,2
14,100,2,1,0,7,76,1,1,1,2,2,0,1,3,0,2,2,0,68,5,4,2,1
27,75,1,2,0,10,86,2,0,3,2,2,0,2,6,0,2,2,0,69,1,5,1,3
34,84,2,0,1,6,95,2,1,1,1,2,0,1,3,0,2,0,1,73,2,3,1,1
21,94,2,2,1,7,73,2,1,1,2,2,0,2,5,0,0,2,0,71,2,4,5,2
15,65,1,0,1,5,87,2,1,0,1,0,0,1,4,0,1,2,0,63,5,5,4,1
11,88,0,2,1,7,56,1,1,2,2,2,1,1,2,0,0,2,1,66,1,1,2,3
22,76,0,1,1,7,66,1,1,1,1,0,0,2,4,0,2,2,1,67,4,4,4,5
27,68,1,0,0,4,56,2,1,0,1,0,1,1,1,0,1,2,0,64,3,5,1,4
23,76,2,1,1,5,85,2,1,1,2,1,1,1,3,0,1,2,0,66,1,4,1,4
20,63,0,0,1,5,95,2,1,2,0,0,1,2,3,0,0,2,1,69,2,3,5,3
16,88,2,0,1,5,94,0,1,4,2,2,0,2,6,0,0,1,1,72,5,2,3,3
13,70,2,0,1,6,66,2,1,1,2,2,1,0,4,0,1,2,1,63,5,1,1,2
25,72,2,0,1,8,62,2,1,2,1,2,1,2,2,0,1,2,0,67,3,3,2,1
25,65,1,2,0,6,64,2,1,1,2,2,0,0,4,0,0,2,1,64,5,3,5,2
11,95,2,2,1,9,64,0,1,4,1,2,1,2,4,0,1,1,1,68,5,5,3,4
30,80,0,0,0,6,54,0,1,1,0,2,1,2,3,0,1,1,0,71,1,4,5,1
23,83,2,1,1,7,57,2,0,2,2,0,1,2,4,0,1,1,0,67,4,1,1,2
28,83,2,1,0,8,61,2,1,1,1,2,0,0,5,1,2,2,1,67,3,3,3,4
12,76,2,2,1,9,50,2,1,2,2,0,1,0,3,0,0,2,1,64,1,5,4,1
12,68,0,1,0,6,52,1,1,5,0,0,1,1,3,0,0,2,1,63,4,1,3,5
19,90,0,0,0,8,85,2,1,2,2,2,1,1,4,0,0,2,1,72,1,4,2,5
23,65,1,2,1,6,81,1,1,2,1,2,1,1,2,0,1,2,0,63,1,3,4,2
31,64,0,2,0,10,97,1,1,2,2,2,0,0,4,0,1,0,0,67,5,3,4,3
24,88,1,2,1,5,70,2,0,1,1,2,0,2,2,0,2,2,1,68,4,3,2,1
19,68,1,0,1,8,72,0,1,2,1,0,0,1,3,0,0,0,1,64,3,1,4,2
14,72,2,0,0,9,53,2,1,4,2,2,1,0,3,0,2,2,1,65,3,1,1,3
27,79,2,1,1,5,58,0,1,2,2,2,0,1,1,0,2,0,0,68,4,1,3,3
14,78,2,0,1,8,85,2,1,2,1,2,0,0,4,0,1,2,1,66,5,1,3,1
30,88,2,2,1,6,62,0,1,4,1,2,0,2,5,0,0,0,0,73,2,5,2,1
18,85,1,2,1,10,89,2,1,1,0,2,0,2,3,0,1,2,0,68,1,2,1,3
30,86,2,0,0,4,85,0,1,2,2,2,0,1,5,1,2,0,1,72,5,5,4,4
24,89,2,2,1,5,87,2,0,3,0,2,1,1,0,0,1,2,0,70,4,3,3,2
19,72,2,2,1,5,85,0,1,1,1,2,0,1,4,0,0,2,0,66,1,5,3,1
17,73,1,2,1,5,85,0,1,3,2,2,1,2,1,0,0,2,0,66,3,4,3,3
