project_id,team_id,total_commits,weekly_commits,inactive_days,overdue_tasks,bug_count,high_priority_bugs,task_completion_rate,code_quality_score,collaboration_score,overall_ci_score,progress_percentage,delay_count,risk_status
LR0388,T013,400,48,1,0,1,0,86,83,88,98,81,0,Low Risk
MR0594,T016,145,8,6,2,17,1,69,69,62,50,61,4,Medium Risk
LR0615,T001,405,24,0,0,5,0,86,83,100,87,95,1,Low Risk
LR0754,T086,317,28,2,0,0,0,85,81,88,90,88,0,Low Risk
P1641,T054,21,36,4,13,6,3,60,87,47,88,74,9,High Risk
P1291,T020,285,12,21,5,35,1,97,56,66,59,73,6,High Risk
P1381,T083,194,13,7,3,14,7,22,88,29,38,60,9,High Risk
P1934,T037,259,28,8,15,19,8,51,66,73,60,78,0,High Risk
P0580,T081,449,34,25,7,25,9,47,67,38,59,13,5,High Risk
LR0031,T024,257,25,2,0,0,0,99,91,83,83,88,0,Low Risk
P0893,T032,459,56,22,8,15,3,96,55,53,78,78,2,High Risk
P0781,T076,428,19,23,5,25,7,35,34,94,85,62,3,High Risk
P0160,T036,330,26,0,0,3,4,61,94,34,70,89,3,Low Risk
P0003,T062,108,48,20,5,25,5,27,70,51,23,97,3,High Risk
MR0214,T048,217,17,7,5,20,1,68,59,52,55,79,1,Medium Risk
MR0291,T054,187,11,7,3,8,1,71,55,71,58,78,1,Medium Risk
P0850,T005,385,47,7,4,6,2,26,68,32,37,58,10,High Risk
LR0402,T011,203,50,3,1,7,0,94,80,93,96,89,1,Low Risk
P1597,T080,141,23,20,2,38,1,42,81,70,71,98,0,Medium Risk
P1777,T071,86,8,17,15,36,0,37,84,21,74,54,1,High Risk
P1914,T022,411,59,21,10,34,2,33,50,31,80,24,7,High Risk
P1044,T036,356,45,2,14,11,8,83,57,58,42,61,6,High Risk
P1545,T002,357,46,1,6,38,0,50,75,87,46,42,4,Low Risk
MR0718,T068,247,22,9,4,14,4,79,57,71,77,51,1,Medium Risk
P0054,T086,177,11,1,4,11,7,50,82,73,24,14,9,High Risk
MR0853,T034,150,10,4,2,20,4,57,71,78,78,81,3,Medium Risk
P1912,T023,161,8,6,7,18,1,76,95,31,33,28,6,Medium Risk
LR0823,T079,423,55,0,0,1,1,86,98,85,84,91,0,Low Risk
LR0674,T080,499,55,3,0,1,1,90,83,85,96,91,1,Low Risk
MR0490,T094,80,12,9,5,7,3,79,72,57,76,54,1,Medium Risk
P0825,T072,351,2,12,13,35,8,24,67,79,73,27,4,High Risk
MR0574,T019,219,8,5,5,11,3,76,55,61,53,60,4,Medium Risk
P1390,T079,313,49,24,5,29,10,58,75,45,25,74,10,High Risk
MR0270,T040,116,8,7,2,15,4,77,75,63,51,75,2,Medium Risk
MR0115,T096,178,14,6,4,7,1,60,70,52,67,51,3,Medium Risk
P1608,T070,458,30,22,5,38,3,72,76,47,56,84,8,High Risk
P1595,T040,371,57,19,7,3,5,79,54,39,63,85,5,High Risk
P0772,T067,256,52,12,13,38,10,35,88,81,90,42,10,High Risk
LR0274,T002,463,46,2,0,5,0,95,99,80,97,97,0,Low Risk
P1869,T058,342,56,2,13,20,3,97,57,72,85,83,6,High Risk
P1086,T052,207,49,11,2,19,0,44,50,58,74,55,9,Medium Risk
LR0712,T092,335,59,1,0,4,0,89,88,98,99,92,0,Low Risk
P1326,T073,145,18,2,6,30,10,34,79,48,49,89,0,High Risk
P1464,T008,267,38,7,12,16,3,38,81,45,68,92,0,High Risk
P0807,T079,417,57,23,7,38,3,73,50,78,70,22,4,High Risk
LR0452,T009,390,23,2,0,2,0,95,86,88,85,97,1,Low Risk
LR0476,T052,245,34,3,1,7,0,92,84,94,80,85,1,Low Risk
LR0109,T055,258,40,3,0,4,1,88,91,91,98,97,0,Low Risk
LR0827,T053,348,47,3,1,2,0,95,90,96,99,84,0,Low Risk
MR0929,T057,150,14,10,4,12,1,62,77,80,77,58,1,Medium Risk
LR0235,T013,377,48,3,1,7,0,100,99,91,95,94,1,Low Risk
P0964,T036,199,12,5,8,21,3,37,31,52,94,13,2,Medium Risk
P0399,T097,28,45,5,2,29,5,65,61,64,40,57,2,Medium Risk
MR0747,T005,199,9,5,2,10,4,77,76,50,69,53,3,Medium Risk
P0705,T028,114,21,17,10,13,7,30,89,38,100,19,7,High Risk
P0432,T020,496,59,25,10,28,0,95,99,59,89,30,5,High Risk
P0293,T044,51,5,1,5,11,3,58,53,100,34,15,6,Medium Risk
MR0776,T094,149,12,6,2,19,1,65,63,70,50,83,3,Medium Risk
P0146,T097,221,21,19,5,1,10,55,64,77,42,94,5,High Risk
LR0721,T035,290,28,1,0,4,1,87,84,87,98,86,1,Low Risk
LR0034,T030,346,50,3,0,1,1,100,80,90,83,84,1,Low Risk
MR0798,T045,179,13,4,5,18,4,68,57,71,72,85,3,Medium Risk
P1166,T051,187,22,20,0,16,0,98,88,27,76,43,0,Low Risk
LR0051,T006,385,34,1,0,8,1,89,92,97,85,95,0,Low Risk
MR0512,T054,81,14,6,5,15,4,66,67,76,63,74,4,Medium Risk
P0340,T013,177,49,22,14,28,4,24,30,72,38,49,1,High Risk
LR0415,T035,450,50,3,0,0,0,99,80,96,93,82,1,Low Risk
P0266,T047,32,38,4,0,37,0,91,45,67,55,86,5,Low Risk
MR0104,T078,244,8,5,2,6,2,67,58,59,79,52,4,Medium Risk
P1772,T079,172,11,11,5,24,10,68,62,94,80,35,2,High Risk
P0272,T046,104,5,18,10,12,9,21,30,81,70,82,0,High Risk
P0697,T066,169,17,5,12,37,2,100,53,42,31,32,6,High Risk
MR0964,T001,142,11,10,3,14,4,74,70,70,76,72,3,Medium Risk
P0245,T039,358,7,2,0,14,3,23,86,42,82,92,7,Low Risk
MR0753,T073,216,14,8,3,11,2,73,71,59,62,77,3,Medium Risk
P0477,T038,63,57,22,13,14,8,72,50,52,54,97,2,High Risk
LR0033,T069,410,50,0,0,4,0,90,84,93,84,85,0,Low Risk
MR0392,T057,86,15,8,2,9,3,61,57,65,62,81,1,Medium Risk
MR0075,T061,109,15,4,5,15,2,65,79,78,72,70,2,Medium Risk
P0814,T033,341,36,4,9,12,5,34,36,32,62,94,4,High Risk
P1915,T016,118,13,20,13,35,9,93,68,94,24,42,1,High Risk
MR0367,T096,241,10,4,4,10,3,65,64,61,59,59,3,Medium Risk
MR0935,T086,149,15,7,5,6,1,58,77,79,72,83,1,Medium Risk
P1805,T096,143,19,2,8,9,2,55,85,50,53,41,8,High Risk
LR0873,T008,240,22,0,1,1,0,97,89,95,83,83,1,Low Risk
P0251,T006,62,6,4,4,8,5,82,67,71,50,16,1,Low Risk
P0546,T065,352,15,2,10,22,7,60,64,79,56,51,9,High Risk
P0739,T048,234,59,1,10,32,9,67,83,42,74,97,6,High Risk
P0311,T044,395,36,18,10,40,1,84,87,73,41,14,5,High Risk
P1132,T083,33,39,10,6,9,3,77,41,23,50,74,9,High Risk
P1450,T012,466,59,9,7,34,1,67,32,20,91,55,0,Low Risk
MR0873,T006,232,11,9,2,8,4,77,58,79,64,69,4,Medium Risk
P0016,T040,298,38,19,8,17,8,44,36,47,86,58,10,High Risk
MR0502,T041,249,21,8,2,9,4,65,63,65,55,61,3,Medium Risk
LR0790,T060,226,30,1,0,4,0,94,90,83,84,84,0,Low Risk
MR0205,T016,187,22,9,3,13,2,60,55,62,78,78,4,Medium Risk
P0364,T001,445,46,12,6,21,3,87,39,23,46,71,3,Medium Risk
P0183,T075,464,13,1,1,12,0,42,85,46,83,35,1,Low Risk
P1195,T058,297,16,22,7,17,4,36,39,95,43,18,1,High Risk
LR0471,T033,255,49,2,1,0,0,94,87,99,81,85,1,Low Risk
P1122,T006,422,12,7,8,21,2,84,37,81,83,70,3,Medium Risk
MR0875,T076,165,10,4,2,16,1,77,61,60,67,81,3,Medium Risk
P1183,T082,380,6,8,10,27,0,98,80,43,93,77,1,Low Risk
MR0656,T022,232,10,7,3,19,1,72,74,61,79,73,2,Medium Risk
P0615,T046,360,12,20,4,25,8,58,38,45,73,98,7,High Risk
P1467,T061,298,41,8,7,9,5,100,97,29,71,37,1,Medium Risk
P0402,T035,261,11,18,1,3,4,41,55,37,55,91,0,Medium Risk
P0935,T095,304,52,2,12,37,2,32,33,56,74,83,2,Medium Risk
LR0420,T078,230,26,3,0,8,1,89,84,88,82,86,1,Low Risk
LR0630,T005,472,46,3,1,2,0,97,98,99,95,82,0,Low Risk
LR0781,T081,480,51,3,0,4,1,95,96,92,80,96,1,Low Risk
P0727,T052,315,32,0,9,0,9,82,37,34,96,52,0,Medium Risk
P0827,T084,369,31,17,13,3,0,93,40,52,75,62,4,High Risk
P1522,T092,434,48,0,0,7,9,85,99,94,58,58,5,Medium Risk
P0137,T012,115,42,21,0,23,8,61,32,82,31,63,9,High Risk
P0629,T087,375,39,17,1,27,5,27,94,74,85,49,10,High Risk
P0335,T047,123,20,3,2,26,2,43,64,98,94,42,9,Medium Risk
P0391,T020,268,38,18,6,11,9,83,83,61,98,28,0,High Risk
MR0391,T052,133,23,6,4,17,2,65,57,66,80,54,2,Medium Risk
P1818,T075,384,12,0,4,20,7,42,50,49,48,18,6,High Risk
MR0593,T087,250,24,8,5,5,4,56,60,67,58,62,3,Medium Risk
P0711,T010,447,7,19,3,1,7,30,66,48,86,41,6,High Risk
P1040,T052,355,16,0,1,3,3,83,39,76,61,96,6,Low Risk
LR0606,T038,325,53,1,1,0,1,90,82,82,98,91,0,Low Risk
MR0449,T043,145,10,9,2,15,2,80,63,56,51,83,1,Medium Risk
P1562,T065,24,23,4,3,26,4,65,73,38,51,24,3,Medium Risk
MR0669,T093,219,15,7,3,8,3,80,57,60,53,76,4,Medium Risk
MR0345,T084,194,21,6,5,9,3,68,80,52,50,67,2,Medium Risk
P1113,T056,153,39,0,8,28,9,22,30,75,50,66,8,High Risk
P1224,T012,178,45,23,7,1,3,21,61,85,23,52,6,High Risk
LR0654,T025,267,34,0,1,8,0,94,89,93,91,89,0,Low Risk
LR0422,T054,249,40,1,0,3,0,95,82,91,91,85,1,Low Risk
P1509,T055,53,59,6,11,3,5,23,47,58,35,53,6,High Risk
P1751,T093,424,53,1,12,16,5,65,61,49,38,80,3,High Risk
MR0577,T016,138,12,10,2,14,4,64,56,53,60,59,3,Medium Risk
P0339,T006,328,45,1,5,2,4,95,92,68,38,48,8,Medium Risk
P0216,T045,497,54,17,10,21,7,23,92,79,75,19,9,High Risk
P1342,T007,185,16,17,3,7,3,66,94,29,95,87,1,Medium Risk
MR0339,T055,194,19,8,4,15,1,62,74,65,74,59,4,Medium Risk
MR0739,T003,94,25,10,2,10,4,65,67,65,54,50,1,Medium Risk
LR0575,T053,406,44,2,1,2,0,97,88,88,88,94,0,Low Risk
MR0385,T096,89,21,7,4,17,4,57,79,70,53,80,3,Medium Risk
LR0687,T048,432,55,2,1,7,1,85,85,89,97,85,1,Low Risk
LR0323,T019,255,35,3,1,5,1,97,96,82,97,85,1,Low Risk
P0102,T078,87,19,10,14,31,1,67,70,29,26,58,5,High Risk
LR0845,T068,444,58,1,0,8,0,85,81,96,81,88,1,Low Risk
P0172,T035,429,19,7,2,6,10,37,80,48,48,93,10,High Risk
P0108,T079,361,22,12,7,22,7,85,79,99,71,84,5,High Risk
LR0788,T089,394,53,1,1,2,1,100,96,94,92,81,1,Low Risk
MR0981,T054,199,23,5,2,15,1,61,56,50,67,85,3,Medium Risk
LR0917,T040,453,28,3,0,6,0,95,93,96,93,96,0,Low Risk
LR0657,T060,237,32,2,1,1,0,92,90,83,93,86,0,Low Risk
LR0532,T039,312,46,2,0,1,0,89,90,82,82,91,0,Low Risk
LR0699,T080,325,43,1,1,4,1,91,97,86,85,91,0,Low Risk
LR0664,T023,385,36,1,1,7,1,89,84,96,80,89,0,Low Risk
LR0986,T022,423,60,0,0,0,1,94,94,83,91,98,1,Low Risk
MR0099,T035,192,19,10,3,20,4,59,55,71,63,78,3,Medium Risk
MR0424,T018,154,14,8,3,6,4,66,62,65,50,55,1,Medium Risk
P1041,T053,184,16,0,11,21,8,42,32,31,79,70,3,High Risk
MR0832,T009,166,15,6,2,14,1,80,61,71,59,73,2,Medium Risk
LR0121,T079,325,58,3,1,4,1,86,100,95,100,88,1,Low Risk
P1525,T078,249,36,14,3,11,0,27,36,87,64,89,9,High Risk
MR0404,T070,145,13,7,4,14,1,69,55,72,69,51,1,Medium Risk
LR0249,T004,215,24,3,0,3,0,97,99,81,91,100,0,Low Risk
P0482,T086,185,46,18,4,12,10,22,31,76,30,74,0,High Risk
LR0824,T068,238,52,1,1,8,0,88,85,96,92,85,0,Low Risk
MR0264,T054,145,20,10,3,14,3,57,70,65,69,74,1,Medium Risk
P1763,T093,39,25,25,11,21,0,52,78,31,24,17,8,High Risk
MR0246,T067,81,22,8,4,20,1,66,56,77,58,52,2,Medium Risk
MR0376,T061,229,11,7,5,10,3,67,61,72,65,71,3,Medium Risk
LR0936,T084,264,43,1,1,8,0,91,91,99,83,94,0,Low Risk
LR0938,T066,457,46,2,1,8,1,99,91,100,95,86,1,Low Risk
P0406,T002,375,1,8,14,24,2,48,99,82,44,38,6,High Risk
P0758,T083,392,35,6,5,18,10,91,38,35,20,52,3,High Risk
LR0601,T050,357,51,2,0,2,1,97,93,98,88,97,1,Low Risk
P0098,T020,108,14,8,9,37,3,49,96,76,84,54,8,High Risk
P1334,T023,205,53,24,5,40,4,94,40,36,64,63,4,High Risk
MR0165,T022,233,17,5,3,16,4,78,62,78,65,75,1,Medium Risk
MR0687,T049,224,24,5,5,14,2,63,55,57,60,78,2,Medium Risk
MR0527,T023,142,19,10,3,18,4,78,76,54,62,52,3,Medium Risk
LR0059,T094,221,46,2,0,0,0,100,93,92,86,81,0,Low Risk
LR0792,T006,228,55,0,0,0,0,89,83,84,97,90,0,Low Risk
P0149,T053,454,43,8,9,19,6,92,91,80,70,50,3,High Risk
P0029,T056,217,47,9,15,2,2,45,91,62,83,55,9,High Risk
LR0716,T001,389,20,2,0,8,0,92,98,92,99,91,0,Low Risk
MR0472,T062,229,15,9,2,6,1,68,55,68,66,71,4,Medium Risk
P0693,T075,266,11,25,0,21,3,42,41,56,97,41,2,Medium Risk
P1387,T084,93,42,0,5,14,3,72,78,74,28,20,3,Medium Risk
P1846,T084,410,31,11,8,1,3,55,96,97,90,28,3,Medium Risk
MR0513,T044,145,14,7,3,20,3,79,72,61,69,68,3,Medium Risk
P1600,T043,480,7,16,0,35,9,26,73,46,51,10,2,High Risk
P0702,T035,445,24,7,10,2,8,69,75,69,71,52,3,High Risk
P1709,T052,208,34,9,10,23,0,90,41,84,63,49,3,Medium Risk
P0455,T077,372,18,9,12,40,7,95,75,44,26,79,10,High Risk
LR0041,T086,443,38,1,1,7,1,93,95,91,97,100,0,Low Risk
MR0712,T018,243,20,8,3,19,1,76,74,79,59,61,4,Medium Risk
LR0316,T032,207,48,3,1,3,0,97,86,85,93,82,0,Low Risk
P0610,T013,273,31,0,10,3,2,60,93,26,100,93,1,Low Risk
P0168,T058,62,57,4,4,39,7,56,30,43,57,67,3,Medium Risk
P0731,T057,382,48,4,11,5,2,52,41,84,92,54,7,High Risk
LR0857,T078,342,28,2,0,5,1,89,92,89,84,97,0,Low Risk
MR0575,T036,99,22,10,4,15,1,58,59,62,61,59,4,Medium Risk
LR0639,T085,459,21,2,0,2,0,94,93,93,96,82,0,Low Risk
P1623,T039,223,14,18,8,33,6,94,44,67,85,60,5,High Risk
P0588,T072,242,23,6,10,20,7,74,66,90,80,78,0,Medium Risk
P1402,T045,397,53,8,15,19,6,51,77,70,79,18,7,High Risk
P1701,T021,457,18,4,1,10,3,70,82,77,49,35,5,Low Risk
LR0898,T098,212,57,3,1,4,1,89,90,80,97,100,1,Low Risk
MR0136,T007,205,13,5,2,19,2,80,61,79,71,50,4,Medium Risk
P1380,T100,45,55,18,3,27,3,74,48,76,87,75,4,Medium Risk
LR0090,T023,456,49,2,0,7,1,96,98,86,97,88,1,Low Risk
LR0176,T040,417,56,2,0,7,1,89,89,88,82,84,1,Low Risk
LR0911,T053,331,22,1,1,7,1,92,98,96,89,90,1,Low Risk
MR0918,T005,180,14,4,3,6,1,76,80,57,64,65,3,Medium Risk
MR0228,T040,246,14,4,5,15,2,60,55,78,74,68,1,Medium Risk
P0442,T013,490,25,7,6,36,10,27,63,82,77,44,5,High Risk
LR0052,T031,274,45,3,1,7,1,88,82,82,89,96,1,Low Risk
P1302,T071,133,9,7,13,2,5,84,44,79,72,50,4,High Risk
MR0374,T027,97,16,6,4,15,4,69,66,56,53,67,4,Medium Risk
P1305,T066,410,20,4,2,17,1,65,92,72,21,57,1,Low Risk
P0237,T006,198,33,13,4,12,6,20,74,48,50,17,6,High Risk
P0521,T004,169,57,18,0,30,9,24,32,93,76,58,3,High Risk
P0736,T052,328,2,11,5,21,9,66,58,27,60,11,6,High Risk
MR0531,T093,99,10,4,3,16,1,60,56,62,80,63,4,Medium Risk
LR0107,T021,284,52,3,1,1,0,95,80,88,82,80,0,Low Risk
P0593,T018,341,49,12,9,32,5,49,42,67,82,18,9,High Risk
P1304,T025,454,1,2,6,14,8,25,61,31,57,76,6,High Risk
P1388,T016,115,10,18,1,34,4,26,74,84,60,60,9,High Risk
LR0584,T024,296,27,0,0,6,0,94,85,82,90,97,1,Low Risk
MR0497,T021,211,20,5,3,17,4,57,64,60,68,53,2,Medium Risk
MR0714,T053,150,11,8,4,16,1,77,74,66,61,64,1,Medium Risk
P0905,T054,270,50,11,0,29,2,75,39,94,38,16,1,Low Risk
MR0379,T038,234,25,8,5,6,4,61,77,67,61,52,2,Medium Risk
P1280,T058,231,29,12,0,23,3,47,90,72,41,26,4,Medium Risk
MR0181,T010,104,12,8,4,11,1,71,71,76,75,77,4,Medium Risk
MR0836,T033,112,23,4,2,11,4,56,58,53,66,77,3,Medium Risk
LR0309,T067,348,39,0,0,1,1,98,91,90,91,80,0,Low Risk
MR0163,T006,235,12,10,4,6,4,60,59,74,69,55,1,Medium Risk
MR0267,T050,188,8,8,3,7,3,66,75,76,53,77,4,Medium Risk
MR0156,T058,231,19,5,2,10,2,57,55,66,67,78,3,Medium Risk
P0707,T057,130,29,21,1,19,1,58,76,36,86,81,8,High Risk
MR0515,T090,127,18,7,5,18,1,58,71,79,58,54,3,Medium Risk
P0746,T060,100,37,24,5,33,8,65,85,92,60,65,5,High Risk
P1940,T041,133,12,8,13,21,9,93,58,60,88,20,5,High Risk
LR0634,T039,443,22,0,1,6,1,91,89,88,93,86,1,Low Risk
P0514,T088,263,54,7,13,22,7,86,90,47,71,44,6,High Risk
P0082,T041,123,19,23,12,1,3,57,49,52,74,18,3,High Risk
P1309,T022,309,33,6,4,29,5,44,75,91,62,29,5,Medium Risk
MR0306,T053,215,23,10,3,19,2,65,80,63,50,69,3,Medium Risk
P0915,T061,459,18,5,11,30,3,33,56,77,57,64,1,High Risk
MR0674,T095,159,19,7,4,16,1,63,71,68,73,65,1,Medium Risk
MR0658,T038,174,11,4,3,8,3,76,58,50,60,57,2,Medium Risk
P0775,T078,186,59,23,12,23,1,26,61,65,96,92,10,High Risk
P0330,T038,254,52,11,11,37,8,93,65,87,73,70,1,High Risk
LR0055,T077,249,30,3,1,7,1,88,90,92,98,96,1,Low Risk
LR0002,T025,248,44,3,1,8,0,99,88,84,84,82,0,Low Risk
P0944,T060,121,54,4,11,17,9,44,85,96,49,17,9,High Risk
P0823,T065,148,33,7,5,4,3,38,57,65,78,86,4,Medium Risk
P0910,T009,322,5,2,9,8,8,100,40,72,46,70,9,High Risk
LR0517,T063,451,24,1,1,5,1,100,87,84,88,90,0,Low Risk
P0182,T055,20,41,7,1,19,9,76,36,83,29,96,9,High Risk
P0165,T074,207,21,19,15,26,4,62,78,46,100,12,1,High Risk
P1524,T011,203,6,20,10,26,2,66,66,51,37,15,6,High Risk
P0452,T059,427,29,21,6,25,2,51,79,79,93,96,5,High Risk
LR0539,T100,485,32,2,1,0,1,85,82,89,92,98,0,Low Risk
P1312,T015,77,30,21,15,5,10,75,35,34,40,95,2,High Risk
P1112,T092,222,28,15,7,37,9,25,37,67,30,47,6,High Risk
MR0769,T051,98,20,8,2,12,3,70,62,73,76,73,3,Medium Risk
P1288,T074,191,58,15,11,25,0,32,89,59,27,91,4,High Risk
P0328,T084,310,13,19,2,18,1,24,61,98,50,30,0,Medium Risk
P1791,T037,417,17,16,13,28,3,39,69,65,39,79,5,High Risk
LR0491,T021,395,21,3,0,8,0,89,83,91,97,87,1,Low Risk
MR0535,T051,210,9,4,4,19,2,62,77,76,79,55,4,Medium Risk
LR0008,T015,398,32,3,0,3,1,91,99,95,85,82,1,Low Risk
P1859,T075,243,9,17,4,7,9,64,61,48,22,90,3,High Risk
P0313,T055,133,34,25,9,14,6,48,51,25,70,71,2,High Risk
P0833,T073,219,14,19,5,28,1,57,97,65,77,16,0,Medium Risk
P1202,T080,412,23,21,10,9,4,38,52,57,51,35,7,High Risk
MR0065,T017,131,23,4,2,10,1,78,60,53,51,54,3,Medium Risk
LR0608,T002,420,58,1,0,7,0,99,90,80,97,92,0,Low Risk
LR0135,T075,209,46,1,1,5,1,88,87,91,98,97,1,Low Risk
LR0210,T019,283,55,3,0,1,0,97,99,81,89,85,0,Low Risk
MR0910,T083,132,22,9,2,15,3,69,74,52,66,52,2,Medium Risk
P1482,T008,44,13,11,1,3,3,63,77,52,57,86,0,Low Risk
P0778,T011,79,58,4,10,26,1,30,92,70,100,23,3,Medium Risk
P0800,T033,10,23,8,7,34,10,79,52,87,85,75,5,High Risk
P0055,T099,253,40,4,8,18,4,77,56,25,24,70,8,High Risk
P1921,T029,311,25,2,14,37,4,60,60,94,59,14,6,High Risk
MR0436,T014,147,23,5,4,18,4,69,67,76,71,71,2,Medium Risk
LR0955,T037,222,53,0,1,2,1,99,91,88,100,94,0,Low Risk
P1702,T074,71,51,0,11,40,1,38,79,80,96,76,5,Medium Risk
LR0162,T009,380,59,1,1,7,0,87,85,91,81,95,1,Low Risk
MR0741,T077,87,13,5,4,19,3,72,80,67,77,77,3,Medium Risk
P0988,T031,91,34,21,8,27,4,96,52,96,28,92,9,High Risk
MR0133,T090,94,23,6,3,10,3,65,78,73,56,84,4,Medium Risk
MR0602,T099,193,10,5,2,9,4,64,69,80,50,51,3,Medium Risk
P1395,T025,173,42,4,13,37,8,72,69,35,71,59,8,High Risk
P0769,T011,461,35,25,4,20,4,35,74,32,88,69,6,High Risk
MR0530,T032,206,22,7,4,5,2,55,64,70,69,56,1,Medium Risk
P0286,T011,498,2,22,6,2,5,75,76,44,56,34,7,High Risk
MR0999,T034,120,13,6,3,10,4,66,76,75,61,56,1,Medium Risk
P0429,T047,389,54,4,10,30,8,59,99,90,43,45,5,High Risk
LR0333,T014,331,38,2,1,2,0,89,94,84,85,92,0,Low Risk
LR0080,T005,360,52,3,1,3,0,93,97,92,100,85,1,Low Risk
P0723,T097,117,55,15,14,36,0,64,31,65,47,22,0,High Risk
P0952,T053,215,50,13,15,10,4,52,62,75,85,15,6,High Risk
MR0029,T012,153,13,5,5,20,1,76,64,63,64,78,4,Medium Risk
LR0263,T024,331,42,1,1,1,0,89,97,87,92,96,0,Low Risk
P0990,T063,155,31,15,10,19,4,72,49,100,26,21,4,High Risk
MR0720,T036,201,23,6,2,11,4,68,68,57,76,69,3,Medium Risk
LR0688,T098,230,24,3,1,2,1,98,90,90,93,92,1,Low Risk
P0327,T043,278,31,4,5,10,4,63,62,44,76,26,0,Low Risk
LR0609,T080,214,32,1,0,3,0,100,84,97,96,90,0,Low Risk
P1384,T017,54,51,10,2,17,10,69,87,73,63,20,0,Medium Risk
P1725,T072,44,55,13,12,26,10,21,78,86,33,100,5,High Risk
P1087,T039,98,52,5,11,4,2,81,90,32,51,54,5,High Risk
MR0197,T080,120,9,6,3,16,3,67,56,73,52,67,1,Medium Risk
P0342,T076,272,12,0,15,8,0,39,40,77,99,21,10,High Risk
P0148,T100,249,57,14,5,3,1,54,93,88,68,37,10,High Risk
MR0096,T052,214,17,6,2,11,1,61,66,66,54,50,3,Medium Risk
P1108,T067,111,15,2,2,30,10,92,50,63,43,34,9,High Risk
P0849,T051,342,1,20,5,25,10,51,57,30,77,90,6,High Risk
P0967,T075,489,25,17,8,4,4,98,88,46,57,14,0,High Risk
MR0263,T039,194,10,9,4,6,1,64,70,51,70,72,4,Medium Risk
LR0204,T052,457,34,0,0,5,1,87,92,99,83,84,1,Low Risk
P0662,T025,112,50,20,14,17,1,42,67,44,100,77,5,High Risk
P1003,T057,486,23,18,0,23,10,28,48,59,28,77,5,High Risk
MR0848,T046,228,21,4,3,20,3,66,75,60,77,80,4,Medium Risk
MR0341,T019,232,9,4,2,16,2,57,76,72,63,51,1,Medium Risk
MR0103,T007,96,16,8,2,14,1,65,57,60,78,74,3,Medium Risk
MR0890,T019,108,15,4,2,12,2,63,55,59,57,58,3,Medium Risk
P1880,T068,424,20,19,10,0,3,98,65,55,56,39,10,High Risk
MR0757,T014,239,20,9,2,8,4,80,56,72,66,51,1,Medium Risk
P1204,T096,392,24,1,8,32,6,24,78,58,26,52,4,High Risk
P1991,T024,401,49,19,3,15,10,55,38,93,34,27,4,High Risk
P0025,T011,276,53,8,5,35,2,80,35,68,99,60,10,Medium Risk
MR0748,T009,157,23,5,4,13,1,72,75,68,55,81,2,Medium Risk
LR0684,T096,314,42,3,1,0,1,88,99,80,83,85,0,Low Risk
LR0752,T090,442,52,0,1,3,0,91,88,100,87,86,0,Low Risk
MR0049,T008,189,19,9,3,11,1,76,70,70,71,63,3,Medium Risk
P0876,T050,278,55,11,7,31,8,96,64,24,30,99,4,High Risk
MR0588,T085,126,21,10,3,12,2,64,73,67,56,74,1,Medium Risk
P0939,T039,253,51,21,1,21,9,42,98,66,94,97,5,High Risk
LR0395,T030,482,47,1,1,7,1,95,98,89,81,91,1,Low Risk
MR0337,T038,220,13,10,4,10,2,71,62,67,67,70,1,Medium Risk
MR0961,T016,112,14,8,4,5,1,76,63,66,71,56,1,Medium Risk
P0386,T077,168,22,24,1,40,1,46,79,87,77,96,6,High Risk
MR0040,T050,120,25,7,3,19,4,67,70,60,56,65,1,Medium Risk
MR0327,T041,143,15,9,5,11,4,69,76,51,65,50,3,Medium Risk
LR0910,T018,424,48,3,0,4,0,88,84,98,81,90,1,Low Risk
LR0292,T056,424,56,2,1,4,0,99,87,98,81,83,0,Low Risk
MR0233,T073,186,24,9,3,13,4,78,69,51,77,69,1,Medium Risk
P0937,T056,479,18,0,3,1,2,44,91,83,88,33,10,Medium Risk
MR0430,T018,249,22,4,5,10,4,57,58,55,73,77,1,Medium Risk
LR0361,T042,256,25,0,0,3,0,97,97,81,89,83,1,Low Risk
MR0897,T017,167,17,4,5,14,1,69,78,58,53,80,3,Medium Risk
P1333,T057,401,49,24,0,19,10,55,85,68,91,41,9,High Risk
P1935,T059,53,57,16,7,20,6,50,33,31,20,10,4,High Risk
P0936,T038,252,60,25,15,3,9,66,100,65,40,14,6,High Risk
LR0419,T094,307,53,0,0,4,1,89,85,99,96,85,1,Low Risk
P0567,T038,116,48,9,14,29,7,85,81,55,90,67,0,High Risk
P1855,T010,307,17,1,10,39,10,98,52,84,89,72,7,High Risk
MR0210,T034,185,13,5,3,10,4,66,71,56,63,78,1,Medium Risk
LR0468,T095,358,54,2,0,0,1,91,100,94,84,88,1,Low Risk
P1646,T028,110,30,12,7,19,0,23,83,34,96,13,5,Medium Risk
MR0314,T099,226,22,10,2,5,4,70,73,58,69,53,1,Medium Risk
P1793,T008,67,43,8,7,8,0,67,40,75,98,49,0,Low Risk
P1431,T094,43,31,2,6,39,4,81,90,78,89,22,1,Low Risk
MR0072,T050,128,17,4,2,20,1,55,62,53,71,67,2,Medium Risk
P1014,T044,335,60,19,0,10,0,36,85,48,93,10,2,Low Risk
